as_recorded,authorized_label
"ff. 1-260v: Latin.|ff. 1-260v: f. i: Added in a later hand (s.. XVI): Je petit livre apartien a madame [erasure]; ff. 1-12v: Calendar in French; ff. 13-13v blank; ff. 14-21v: Pericopes of the Gospels; ff. 22-40v: Prayers to the Virgin, including Obsecro te and O intemerata with masculine forms; ff. 41-52v: Passion according to John; ff. 54-125: Hours of the Virgin; ff. 125v-126 blank; ff. 127-145v: Penitential Psalms and litany; ff. 146-149v: Short Hours of the Cross; ff. 150-153v: Short Hours of the Holy Spirit; ff. 154-203v: Office of the Dead, use of Paris; ff. 204-260: Prayers and sufferages.","ff. 1-260v: Latin.|ff. 1-260v: f. i: Added in a later hand (s.. XVI): Je petit livre apartien a madame [erasure]; ff. 1-12v: Calendar in French; ff. 13-13v blank; ff. 14-21v: Pericopes of the Gospels; ff. 22-40v: Prayers to the Virgin, including Obsecro te and O intemerata with masculine forms; ff. 41-52v: Passion according to John; ff. 54-125: Hours of the Virgin; ff. 125v-126 blank;|ff. 127-145v: Penitential Psalms and litany; ff. 146-149v: Short Hours of the Cross; ff. 150-153v: Short Hours of the Holy Spirit; ff. 154-203v: Office of the Dead, use of Paris; ff. 204-260: Prayers and sufferages."
"ff. 1-2v but severely cropped: The four segments of text (here arbitrarily designated as ff. 1 and 2, recto and verso): on f. 1, from a responsory for the dead: Credo quod redemptor meus vivit et in novissimo die de terra surrecturus sum, et in carne mea videbo Deum salvatorem meum. V. Quem visurus sum, ego ipse et non alius, et oculi mei conspecturi sunt. On f. 1v: Reading from Job 10:3-4 (for the dead?). On f. 2: Litany (with the invocations of the Agnus Dei). On f. 2v: Prayers in Lent (?).|Incipit, ff. 1-2v but severely cropped: <s>alutaris noster spes omium finium terre et in mari longe//.|Explicit, ff. 1-2v but severely cropped: //<de terra> surrecturus sum Et in carne.","ff. 1-2v but severely cropped: The four segments of text (here arbitrarily designated as ff. 1 and 2, recto and verso): on f. 1, from a responsory for the dead: Credo quod redemptor meus vivit et in novissimo die de terra surrecturus sum, et in carne mea videbo Deum salvatorem meum. V. Quem visurus sum, ego ipse et non alius, et oculi mei conspecturi sunt.|On f. 1v: Reading from Job 10:3-4 (for the dead?). On f. 2: Litany (with the invocations of the Agnus Dei). On f. 2v: Prayers in Lent (?).|Incipit, ff. 1-2v but severely cropped: <s>alutaris noster spes omium finium terre et in mari longe//.|Explicit, ff. 1-2v but severely cropped: //<de terra> surrecturus sum Et in carne."
"ff. 1-2v: One bifolium. Paleography: in a s. XV anglicana but even more so in secretary, the loop on the d begins to disappear; note that it's very rare after the year 1400 to find a pure anglicana or a pure secretary.|ff. 1-2v: Text has been compared against the incunable, available on the website of the Bayerische Staatsbibliothek: Thomas <de Hibernia>, Manipulus florum (Piacenza, 1483), ISTC ih00149000; this printed copy has been foliated by hand, and that foliation is cited here. Breakdown for the two leaves is: Piece 1 //[d] tanto expectantis desideria maiora quadam vi amoris ignescunt, caro deficit sed cupiditas alitur et augetur, ambrosius super beati immaculate et cetera. [e] Sancta desideria dilatione crescunt . . . [l] Prima salus est declinare culpam, secunda non desperare veniam quia ipse se in eternum punit qui apud verum iudicem ad penitentiam non recurrit, hugo libro de vera sapientia.// Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, ff. 45v-46 (following the hand-added foliation), containing parts of the texts headed Desiderium and Desperatio. Piece 2 //Desperacio est ad vite statum vel virtutum reditum fracta spei gubernacio, victorinus [n]. Nemo se mutat qui se mutari desperat, seneca de moribus. Ubi amicicia, bk; apostoli b; ignorancia h; pentitentia am, an, ar; spes. Detractio [a]. Cum ipsam scripture veritatem criminari aut obscurare non possunt, hos per quos predicatur inducunt in odium de quibus effingere quicquid in mente venerit possunt unde iam apostolice prophetie tempus videtur instare, erit tempus in quo sanam doctrinam non sustinebunt, augustinus in epistola ad yponenses, ii thi. iiii. Obloquium est absenti detrahere . . . [In]congruum est corpore latere et lingua per totum mundum vagari, iheronimus ibidem [g but in incunable as m]. Per salomonem dicitur noli esse in conviviis potatorum neque comedas cum eis qui carnes ad vescendum conferunt. Carnes// Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, f. 46r-v (following the hand-added foliation), containing parts of the texts headed Desperatio and Detractio. Piece 3 //Vere ergo divicie non opes sunt set virtutues quas secum consciencia portat ut in perpetuum dives fiat, Bernardus ibidem. [ab] Camelus unum solum pondus habet, dives duo . . . [am] Familiaris res est humanum cor, opibus ac libertate dissolui erumnis vero ac paupertate ad semetipsum recolligi, beda super esdram libro primo. [an] Insidie sunt in diviti<arum amplitudine>// Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, f. 52v (following the hand-added foliation), containing part of text headed Divitie. Piece 4 //[an] querelam. Tractat sanitas, tentat infirmitas et illa materia est negligentie et hec causa tristitie laqueus est in securitate . . . [ba] Si cui sua non videtur amplissima, licet totius mundi dominus sit, miser est qui autem// Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, ff. 52v-53 (following the hand-added foliation), containing part of the text headed Divitie.","ff. 1-2v: One bifolium. Paleography: in a s. XV anglicana but even more so in secretary, the loop on the d begins to disappear; note that it's very rare after the year 1400 to find a pure anglicana or a pure secretary.|ff. 1-2v: Text has been compared against the incunable, available on the website of the Bayerische Staatsbibliothek: Thomas <de Hibernia>, Manipulus florum (Piacenza, 1483), ISTC ih00149000; this printed copy has been foliated by hand, and that foliation is cited here. Breakdown for the two leaves is:|Piece 1 //[d] tanto expectantis desideria maiora quadam vi amoris ignescunt, caro deficit sed cupiditas alitur et augetur, ambrosius super beati immaculate et cetera. [e] Sancta desideria dilatione crescunt . . . [l] Prima salus est declinare culpam, secunda non desperare veniam quia ipse se in eternum punit qui apud verum iudicem ad penitentiam non recurrit, hugo libro de vera sapientia.//|{Piece 1} Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, ff. 45v-46 (following the hand-added foliation), containing parts of the texts headed Desiderium and Desperatio.|Piece 2 //Desperacio est ad vite statum vel virtutum reditum fracta spei gubernacio, victorinus [n]. Nemo se mutat qui se mutari desperat, seneca de moribus. Ubi amicicia, bk; apostoli b; ignorancia h; pentitentia am, an, ar; spes.|{Piece 1} Detractio [a]. Cum ipsam scripture veritatem criminari aut obscurare non possunt, hos per quos predicatur inducunt in odium de quibus effingere quicquid in mente venerit possunt unde iam apostolice prophetie tempus videtur instare, erit tempus in quo sanam doctrinam non sustinebunt, augustinus in epistola ad yponenses, ii thi. iiii. Obloquium est absenti detrahere . . .|{Piece 2} [In]congruum est corpore latere et lingua per totum mundum vagari, iheronimus ibidem [g but in incunable as m]. Per salomonem dicitur noli esse in conviviis potatorum neque comedas cum eis qui carnes ad vescendum conferunt. Carnes//|{Piece 2} Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, f. 46r-v (following the hand-added foliation), containing parts of the texts headed Desperatio and Detractio.|Piece 3 //Vere ergo divicie non opes sunt set virtutues quas secum consciencia portat ut in perpetuum dives fiat, Bernardus ibidem. [ab] Camelus unum solum pondus habet, dives duo . . . [am] Familiaris res est humanum cor, opibus ac libertate dissolui erumnis vero ac paupertate ad semetipsum recolligi, beda super esdram libro primo. [an] Insidie sunt in diviti<arum amplitudine>//|{Piece 3} Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, f. 52v (following the hand-added foliation), containing part of text headed Divitie.|Piece 4 //[an] querelam. Tractat sanitas, tentat infirmitas et illa materia est negligentie et hec causa tristitie laqueus est in securitate . . . [ba] Si cui sua non videtur amplissima, licet totius mundi dominus sit, miser est qui autem//|{Piece 4} Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, ff. 52v-53 (following the hand-added foliation), containing part of the text headed Divitie."
"ff. 287: Date probably 1509.|ff. 287: Latin.|ff. 2v-285v: The manuscript opens on fol. 2v with a circular table for finding the Sunday letter sub isto anno 1509 which is entirely credible for the manuscript as a whole. The Calendar from fol. 3r is graded, and includes the dedications of the chapel of Saints Giles and George (1 March) and other chapels and the dedication of the church (on Jubilate Sunday, the third after Easter). It has Saint Augustine (28 August, with octave) and the translation of Saint Augustine (11 October) as totum duplex. The maxims on charity in the scrolls in the margin of fol. 240v cite Saint Augustine. The manuscript also has Saint Mary Magdalene as totum duplex (22 July, with octave) and the Conversion of Mary Magdalene (1 March). The text points unambiguously to Hildesheim, with Saint Bernward, bishop of Hildesheim 993-1022, as duplex (20 November) and his translation underlined in red (16 August). There can be no doubt that the Breviary was made for use in the Augustinian nunnery of Sankt Maria Magdalena in Hildesheim. A list of 15 members of the convent in March 1494 includes a Sister E. Walmden, who must be the nun who commissioned this manuscript (Doebner 1904, p. 241). The Temporal opens on fol. 18r, from Septuagesima Sunday (the third before Lent) to the twenty-fourth after Pentecost; followed by the Sanctoral beginning on fol. 156r with Saint Andrew (30 November) and including in festo alme et sanctissime marie magdalene amatricis xpisti"" (heading on fol. 195r) and ""iin natale sancti Augustini patris nostri"" (heading on fol. 214r); the Common (fol. 240v); the dedication of a church (fol. 249v) and other offices; and a hymnal (fol. 258v), opening Conditor alme siderum"" (Chevalier 1892, nos. 3733-34), all ending on fol. 285v, with a rhyming colophon, Laus tibi sit xpiste / quem labor explicit iste / Qui perfecit eum / possit adire deum"", ‘Praise be to you, Christ: may she who completed the work which ends here be able to come to God.’.","ff. 287: Date probably 1509.|ff. 287: Latin.|ff. 2v-285v: The manuscript opens on fol. 2v with a circular table for finding the Sunday letter sub isto anno 1509 which is entirely credible for the manuscript as a whole. The Calendar from fol. 3r is graded, and includes the dedications of the chapel of Saints Giles and George (1 March) and other chapels and the dedication of the church (on Jubilate Sunday, the third after Easter).|It has Saint Augustine (28 August, with octave) and the translation of Saint Augustine (11 October) as totum duplex. The maxims on charity in the scrolls in the margin of fol. 240v cite Saint Augustine.|The manuscript also has Saint Mary Magdalene as totum duplex (22 July, with octave) and the Conversion of Mary Magdalene (1 March). The text points unambiguously to Hildesheim, with Saint Bernward, bishop of Hildesheim 993-1022, as duplex (20 November) and his translation underlined in red (16 August).|There can be no doubt that the Breviary was made for use in the Augustinian nunnery of Sankt Maria Magdalena in Hildesheim. A list of 15 members of the convent in March 1494 includes a Sister E. Walmden, who must be the nun who commissioned this manuscript (Doebner 1904, p. 241).|The Temporal opens on fol. 18r, from Septuagesima Sunday (the third before Lent) to the twenty-fourth after Pentecost; followed by the Sanctoral beginning on fol. 156r with Saint Andrew (30 November) and including in festo alme et sanctissime marie magdalene amatricis xpisti"" (heading on fol. 195r) and ""iin natale sancti Augustini patris nostri"" (heading on fol. 214r); the Common (fol. 240v);|the dedication of a church (fol. 249v) and other offices; and a hymnal (fol. 258v), opening Conditor alme siderum"" (Chevalier 1892, nos. 3733-34), all ending on fol. 285v, with a rhyming colophon, Laus tibi sit xpiste / quem labor explicit iste / Qui perfecit eum / possit adire deum"", ‘Praise be to you, Christ: may she who completed the work which ends here be able to come to God.’."
"Found and first published by Anton Birlinger (1834-1891, of Bonn) who describes it as having been in the possession of Karl Strauven (d. 1886), notary in Düsseldorf; by 1870 acquired by Karl Anton, Fürst von Hohenzollern- Sigmaringen (1811-1885, prime minister of Prussia 1858-62) for the court library at Sigmaringen; bought from there by the bookseller Herbert Reichner (1899-1971), of Stockbridge, Mass., who sold it to the Lilly Library in 1960.","Found and first published by Anton Birlinger (1834-1891, of Bonn) who describes it as having been in the possession of Karl Strauven (d. 1886), notary in Düsseldorf; by 1870 acquired by Karl Anton, Fürst von Hohenzollern- Sigmaringen (1811-1885, prime minister of Prussia 1858-62) for the court library at Sigmaringen;|bought from there by the bookseller Herbert Reichner (1899-1971), of Stockbridge, Mass., who sold it to the Lilly Library in 1960."
"From the codex made for Leonello d'Este. Brought to Wales as war booty by 1813, already in a damaged state, by the Rolls family, later enobled as Barons Llangattock, of The Hendre, Monmouth (Llangattock sale, London, Christie's, 8 December 1958, lot 190); purchased in 1958 by Goodspeed's of Boston and dismantled by them. This leaf purchased by AAR Trustee, Robert S. Pirie from Goodspeeds and donated by him to the American Academy (a second leaf, purchased at the same time, was a gift of Mr. Pirie to the Abbot of Meteora in Greece).","From the codex made for Leonello d'Este. Brought to Wales as war booty by 1813, already in a damaged state, by the Rolls family, later enobled as Barons Llangattock, of The Hendre, Monmouth (Llangattock sale, London, Christie's, 8 December 1958, lot 190);|purchased in 1958 by Goodspeed's of Boston and dismantled by them. This leaf purchased by AAR Trustee, Robert S. Pirie from Goodspeeds and donated by him to the American Academy (a second leaf, purchased at the same time, was a gift of Mr. Pirie to the Abbot of Meteora in Greece)."
"From volume III of the Antiphoner made for the prioress of the Cistercian nunnery of Beaupré (founded 1228, suppressed 1796), at Grimminge, east of Brussels and north of Cambron; gothic foliation in roman numerals added during the revision of the text under Jacquemine Hendricx, abbess of Beaupré 1473-1500, and pagination in arabic numerals during the revision under Angéline de Lossy, abbess 1755-96; sold with the Beaupré manuscripts in 1797; John Ruskin (1819-1900), who owned six volumes from two sets of choirbooks from Beaupré and removed the present leaves himself; probably Laurence Hilliard (d. 1887, aged 32), Ruskin’s secretary, who was given many manuscript specimens by Ruskin; sale by his heirs, Sotheby’s, 28 April 1913, part of lot 508; C. L. Ricketts, bought from Tregaskis, 1922; acquired by the Lilly Library with the Ricketts Collection in 1961.","From volume III of the Antiphoner made for the prioress of the Cistercian nunnery of Beaupré (founded 1228, suppressed 1796), at Grimminge, east of Brussels and north of Cambron; gothic foliation in roman numerals added during the revision of the text under Jacquemine Hendricx, abbess of Beaupré 1473-1500,|and pagination in arabic numerals during the revision under Angéline de Lossy, abbess 1755-96;sold with the Beaupré manuscripts in 1797; John Ruskin (1819-1900), who owned six volumes from two sets of choirbooks from Beaupré and removed the present leaves himself;|probably Laurence Hilliard (d. 1887, aged 32), Ruskin’s secretary, who was given many manuscript specimens by Ruskin; sale by his heirs, Sotheby’s, 28 April 1913, part of lot 508; C. L. Ricketts, bought from Tregaskis, 1922; acquired by the Lilly Library with the Ricketts Collection in 1961."
"Guglielmo Libri (1802-1869); his sale, Sotheby's, 28 March 1859, part of lot 1111 (""Fragmenta Vetusta ...some of the smallest fragments being also in the Anglo-Saxon language"", with Poole MS 41); Sir Thomas Phillipps (1792-1872), not obviously from his MS 22229 (the reference given by Ker); from the collection of specimen leaves formed by Messrs. W.H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.","Guglielmo Libri (1802-1869); his sale, Sotheby's, 28 March 1859, part of lot 1111 (""Fragmenta Vetusta ...some of the smallest fragments being also in the Anglo-Saxon language"", with Poole MS 41); Sir Thomas Phillipps (1792-1872), not obviously from his MS 22229 (the reference given by Ker);|from the collection of specimen leaves formed by Messrs. W.H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958."
"John Boykett Jarman (d. 1864, aged 82); his sale, Sotheby’s, 13 June 1864, lot 78; Cecil Dunn Gardner; his sale, Sotheby’s, 21 June 1880, lot 823, to Ellis; William H. Crawford (1812-1888), of Lakelands, Blackrock, Cork, with his bookplate; his sale, Sotheby’s, 12 March 1891, lot 1666; Henry Walton Lawrence; his sale, Sotheby’s, 15 December 1892, lot 235, to Robson; C. L. Ricketts, bought from Robson, cat. 96 (1915), no. 219; acquired by the Lilly Library with the Ricketts Collection in 1961.","John Boykett Jarman (d. 1864, aged 82); his sale, Sotheby’s, 13 June 1864, lot 78; Cecil Dunn Gardner; his sale, Sotheby’s, 21 June 1880, lot 823, to Ellis; William H. Crawford (1812-1888), of Lakelands, Blackrock, Cork, with his bookplate; his sale, Sotheby’s, 12 March 1891, lot 1666;|Henry Walton Lawrence; his sale, Sotheby’s, 15 December 1892, lot 235, to Robson; C. L. Ricketts, bought from Robson, cat. 96 (1915), no. 219; acquired by the Lilly Library with the Ricketts Collection in 1961."
"Layout, 22 cm.: Quires numbered 2 and 3 (""ii"" ff. 1 and 8v, and ""iii"" on ff. 9 and16v, within a circle formed of alternating red and text-ink colored ""commas"" and with four longer swirling lines in text-ink facing in the four directions, in the style used in Assisi; catchwords added in the lowermost area (catchword on f. 16v seems to read ""ne stola,"" being the first words on the line of text added below the last ruled line?). Rubrics added by a much less capable scribe than the scribe of the text itself.|Other decoration, f. 1: Some initials touched in red.|Script, f. 1: Protogothic.|Layout, f. 1: 2 columns of ca. 50 lines.","Layout, 22 cm.: Quires numbered 2 and 3 (""ii"" ff. 1 and 8v, and ""iii"" on ff. 9 and16v, within a circle formed of alternating red and text-ink colored ""commas"" and with four longer swirling lines in text-ink facing in the four directions, in the style used in Assisi;|More on layout: catchwords added in the lowermost area (catchword on f. 16v seems to read ""ne stola,"" being the first words on the line of text added below the last ruled line?). Rubrics added by a much less capable scribe than the scribe of the text itself.|Other decoration, f. 1: Some initials touched in red.|Script, f. 1: Protogothic.|Layout, f. 1: 2 columns of ca. 50 lines."
"Manuscript note: A leaf from the Hungerford Hours, a notably early English Book of Hours which was published first by Backhouse 1981 and Michael 1990. The crumbling remains of the very damaged manuscript were acquired around 1970 jointly by Alan G. Thomas (1911-1992), bookseller, and Charles Ede (1921-2002, founder of the Folio Society and proprietor of Folio Fine Art). Separate leaves were then offered for sale in Folio cat. 72 (May 1970), no. 251, and Thomas cat. 25 (October 1970), no. 18. Others reached Maggs, Bulletin 7 (September 1971), nos. 3-5. The Calendar and one of the miniatures are now in the British Library, Add. MSS 61887 and 62106. In 1990 Dr Michael listed 22 detached leaves from the book, to which can now be added, among others, Sotheby’s, 7 December 1992, lot 8 (five leaves), and 5 December 1994, lot 5 (miniature of All Saints, Zieleis 2004, pp. 434-35, no. 144); Maggs Bulletin 19 (1994), no. 48; and Reiss & Sohn, Königstein im Taunus, 27 October 2009, lots 834-35.|One leaf: 3 lines in Latin added in a late medieval cursive hand at the foot of the verso; slight wear.|One leaf: Latin.|One leaf: The text is from the end of Compline, in the Hours of the Virgin, Use of Sarum, in the Nunc dimittis, or Song of Simeon. Compline for the Hours of the Cross begins with the usual verse but translated into Anglo-Norman, the dialect of French still spoken by the English nobility in the fourteenth century, A lure de complie au sepulchre est cuche / Le noble corus al douz ihesu esperaunce de sauvete(cf. Dean and Boulton 1999, p. 483, no. 966). a later hand, perhaps that of one of the Hungerfords, has added the original Latin text in the lower margin, Hora complectorii datur sepulturi / corpus xpisti nobile spes vite future The Calendar (not part of the Lilly leaf) seems to point to the diocese of Ely, in the Fens, but perhaps towards the north of the diocese on the borders of Lincolnshire. That is geographically consistent with ownership by Sir John and Lady de Patteshulle, in the adjacent south-east Midlands.|Explicit, One leaf: in pace, quia viderunt oculi mei.","Manuscript note: A leaf from the Hungerford Hours, a notably early English Book of Hours which was published first by Backhouse 1981 and Michael 1990. The crumbling remains of the very damaged manuscript were acquired around 1970 jointly by Alan G. Thomas (1911-1992), bookseller, and Charles Ede (1921-2002, founder of the Folio Society and proprietor of Folio Fine Art).|Separate leaves were then offered for sale in Folio cat. 72 (May 1970), no. 251, and Thomas cat. 25 (October 1970), no. 18. Others reached Maggs, Bulletin 7 (September 1971), nos. 3-5. The Calendar and one of the miniatures are now in the British Library, Add. MSS 61887 and 62106.|In 1990 Dr Michael listed 22 detached leaves from the book, to which can now be added, among others, Sotheby’s, 7 December 1992, lot 8 (five leaves), and 5 December 1994, lot 5 (miniature of All Saints, Zieleis 2004, pp. 434-35, no. 144); Maggs Bulletin 19 (1994), no. 48; and Reiss & Sohn, Königstein im Taunus, 27 October 2009, lots 834-35.|One leaf: 3 lines in Latin added in a late medieval cursive hand at the foot of the verso; slight wear.|One leaf: Latin.|One leaf: The text is from the end of Compline, in the Hours of the Virgin, Use of Sarum, in the Nunc dimittis, or Song of Simeon. Compline for the Hours of the Cross begins with the usual verse but translated into Anglo-Norman, the dialect of French still spoken by the English nobility in the fourteenth century,|{verse} A lure de complie au sepulchre est cuche / Le noble corus al douz ihesu esperaunce de sauvete(cf. Dean and Boulton 1999, p. 483, no. 966). a later hand, perhaps that of one of the Hungerfords, has added the original Latin text in the lower margin, Hora complectorii datur sepulturi / corpus xpisti nobile spes vite future|The Calendar (not part of the Lilly leaf) seems to point to the diocese of Ely, in the Fens, but perhaps towards the north of the diocese on the borders of Lincolnshire. That is geographically consistent with ownership by Sir John and Lady de Patteshulle, in the adjacent south-east Midlands.|Explicit, One leaf: in pace, quia viderunt oculi mei."
"Manuscript note: A ms. sold at the same time by Celotti, Another manuscript sold at the same time by Celotti, a romanesque Gregory on Ezekiel, has a late medieval binding, which is identical to that of the present Bible (described in Major Abbey’s sale, Sotheby’s, 20 June 1978, lot 2976). The two books were clearly bound as a matching pair. According to Celotti, cited by Millar 1927, p. 71, the Gregory came from the monastery of San Giorgio Maggiore in Venice.|Bibliography: Pettigrew 1827, pp. lxxx-lxxxvi, no. 14; Bradley 1888, p. 163; de Mély 1913, p. 74; Faye and Bond 1962, p. 178; Bénédictins de Bouveret 1973, p. 580, no. 12089; J. R. Graver in ‘Catalogue’ 1988, pp. 14-20, no. 4; Silver 1991, p. 3, no. 8 (with plate on p. 5).|ff. 1- 646: The scribe's ratification with a personal monogram suggests that he may have been a registered notary by profession. The monogram is repeated in slightly simpler form on fol. 646r.|ff. 1- 646: Latin.|ff. 1-656: Colophon at the end of the Apocalypse, fol. 592r, Ego Justinus magistri stephani de Civitate theani incepi. mediavi et complevi istam bibliam. deo gratias. et meum pro robore signum feci and followed by a notary’s mark including a monogram of ‘J’ and ‘S’. Some marginal notes, especially in the Psalms, in several hands up to the early sixteenth century: contemporary name “d. bran. de peru” on the last blank, which may be something like “dominus brandinus de perusia”, ‘signor Brandino da Perugia’, who was perhaps the patron ; fol. 342r, beside Isaiah 3: 16, ""Nota pro mulieribus florentinis & pro hornatu earum"".","Manuscript note: A ms. sold at the same time by Celotti, Another manuscript sold at the same time by Celotti, a romanesque Gregory on Ezekiel, has a late medieval binding, which is identical to that of the present Bible (described in Major Abbey’s sale, Sotheby’s, 20 June 1978, lot 2976).|The two books were clearly bound as a matching pair. According to Celotti, cited by Millar 1927, p. 71, the Gregory came from the monastery of San Giorgio Maggiore in Venice.|Bibliography: Pettigrew 1827, pp. lxxx-lxxxvi, no. 14; Bradley 1888, p. 163; de Mély 1913, p. 74; Faye and Bond 1962, p. 178; Bénédictins de Bouveret 1973, p. 580, no. 12089; J. R. Graver in ‘Catalogue’ 1988, pp. 14-20, no. 4; Silver 1991, p. 3, no. 8 (with plate on p. 5).|ff. 1- 646: The scribe's ratification with a personal monogram suggests that he may have been a registered notary by profession. The monogram is repeated in slightly simpler form on fol. 646r.|ff. 1- 646: Latin.|ff. 1-656: Colophon at the end of the Apocalypse, fol. 592r, Ego Justinus magistri stephani de Civitate theani incepi. mediavi et complevi istam bibliam. deo gratias. et meum pro robore signum feci and followed by a notary’s mark including a monogram of ‘J’ and ‘S’.|Some marginal notes, especially in the Psalms, in several hands up to the early sixteenth century: contemporary name “d. bran. de peru” on the last blank, which may be something like “dominus brandinus de perusia”, ‘signor Brandino da Perugia’, who was perhaps the patron ; fol. 342r, beside Isaiah 3: 16, ""Nota pro mulieribus florentinis & pro hornatu earum""."
"Manuscript note: Almost precisely the same second-campaign upgrading of the Hours of the Virgin to the English format occurs in the Jeanson Hours by the same artist. It was clearly a problem in this particular workshop.|Bibliography: De Ricci 1935, p. 635; Herlihy 1991, plate on front cover.|ff. 1-170v: Gregory Clark kindly reports that the artist or his workshop also contributed to two other Books of Hours illuminated in Rouen, the Oldhall Hours (London, BL, Harley MS 2900) and Cambridge, St. John’s College, MS 240, both made for the English market.|ff. 1-170v: Latin.|ff. 5r-169r: The text comprises: a Calendar, of Sarum use (fol. 5r); the Gospel Sequences (fol. 17r); the Hours of the Virgin, Use of Sarum (fol. 23r), incorporating the Hours of the Cross. To bring it into conformity with the English practice, then, additional bifolia were subsequently inserted into quires viii–xi, each with the required miniature for the Hours of the Cross, together with blank pages for text which the scribe must have intended to supply when an exemplar became available; the Penitential Psalms (fol. 83r) with the 15 Gradual Psalms and Litany (including Saints Swithun, Birinus and Edith); the Office of the Dead (fol. 112r); the Commendation of Souls (fol. 144r); and the prayers to the Virgin, Obsecro te and O intemerata (fol. 163r), all ending on fol. 169r.The prayers Obsecro te and O intemerata are made out for male use. The book is likely to have been commissioned by a member of the English army of occupation.","Manuscript note: Almost precisely the same second-campaign upgrading of the Hours of the Virgin to the English format occurs in the Jeanson Hours by the same artist. It was clearly a problem in this particular workshop.|Bibliography: De Ricci 1935, p. 635; Herlihy 1991, plate on front cover.|ff. 1-170v: Gregory Clark kindly reports that the artist or his workshop also contributed to two other Books of Hours illuminated in Rouen, the Oldhall Hours (London, BL, Harley MS 2900) and Cambridge, St. John’s College, MS 240, both made for the English market.|ff. 1-170v: Latin.|ff. 5r-169r: The text comprises: a Calendar, of Sarum use (fol. 5r); the Gospel Sequences (fol. 17r); the Hours of the Virgin, Use of Sarum (fol. 23r), incorporating the Hours of the Cross.|To bring it into conformity with the English practice, then, additional bifolia were subsequently inserted into quires viii–xi, each with the required miniature for the Hours of the Cross, together with blank pages for text which the scribe must have intended to supply when an exemplar became available;|the Penitential Psalms (fol. 83r) with the 15 Gradual Psalms and Litany (including Saints Swithun, Birinus and Edith); the Office of the Dead (fol. 112r); the Commendation of Souls (fol. 144r); and the prayers to the Virgin, Obsecro te and O intemerata (fol. 163r), all ending on fol. 169r.|The prayers Obsecro te and O intemerata are made out for male use. The book is likely to have been commissioned by a member of the English army of occupation."
